id,data_provider,country,partner_product_category,product_category,brand,year_of_manufacture,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
rcint_8372,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,Fixed,,0027,2018-07-14,
rcint_8373,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0027,2018-07-14,
rcint_8377,"Repair Café International",NLD,"Other ~ Flashlight",Lamp,Unknown,2010,Fixed,,0036,2018-07-20,"zonnecellen laden niet meer op"
rcint_8378,"Repair Café International",NLD,"Household appliances electric ~ Shaver","Hair & beauty item",Philips,2005,Repairable,,0036,2018-07-20,"scheerkop draait niet mee , was gevallen"
rcint_8380,"Repair Café International",NLD,"Display and sound equipment ~ Dvd/cd player","Hi-Fi separates",Panasonic,2000,"End of life",,0036,2018-07-20,"Geen voeding"
rcint_8381,"Repair Café International",NLD,"Household appliances electric ~ Paper shredder","Paper shredder",Unknown,2000,Fixed,,0036,2018-07-20,"verstopt door papierresten"
rcint_8382,"Repair Café International",NLD,"Display and sound equipment ~ Television","TV and gaming-related accessories",LG,????,Repairable,,0036,2018-07-20,"Aan/uit schakelaar zit vast"
rcint_8384,"Repair Café International",NLD,"Display and sound equipment ~ Slide projector","Small home electrical",Liesegang,1988,Fixed,,0036,2018-07-20,Blokkeerd
rcint_8385,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Pfaff,1976,Fixed,,0036,2018-07-20,"spoel vast"
rcint_8386,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Unknown,2000,"End of life",,0036,2018-07-20,doorgebrand
rcint_8387,"Repair Café International",NLD,"Bicycles ~ Charger (battery / power supply)",Battery/charger/adapter,Unknown,2010,"End of life",,0036,2018-07-20,"werkt niet"
rcint_8388,"Repair Café International",NLD,"Household appliances non-electric ~ Sewing machine","Sewing machine",Toyota,1998,Fixed,,0036,2018-07-20,"bovendraad breekt steeds"
rcint_8389,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Miele,2011,"End of life",,0036,2018-07-20,"geen zuigkracht"
rcint_8390,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Miele,2000,Fixed,,0036,2018-07-20,"zuigt slecht"
rcint_8391,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Miele,2005,Fixed,,0036,2018-07-20,"doet niets meer"
rcint_8395,"Repair Café International",NLD,"Household appliances electric ~ Toaster","Small kitchen item",Dualit,????,"End of life",,0036,2018-07-20,"handel blijft niet beneden"
rcint_8396,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Unknown,????,"End of life",,0036,2018-07-20,"knipperend lampje"
rcint_8397,"Repair Café International",NLD,"Household appliances electric ~ Fan",Fan,Unknown,????,Fixed,,0036,2018-07-20,"maakt veel lawaai"
rcint_8398,"Repair Café International",GBR,"Computers/phones ~ Smartphone",Mobile,Sony,2015,Repairable,,0042,2018-07-21,"poorly maintained"
rcint_8399,"Repair Café International",GBR,"Tools electric ~ Hedge shear","Power tool",RYOBI,2012,"End of life",,0042,2018-07-21,"broken motor"
rcint_8400,"Repair Café International",GBR,"Household appliances electric ~ Controller","Small home electrical",Sony,2012,Repairable,,0042,2018-07-21,"problem with xbox not controllers"
rcint_8401,"Repair Café International",GBR,"Household appliances electric ~ Toaster","Small kitchen item",Unknown,2008,"End of life",,0042,2018-07-21,"not sure"
rcint_8402,"Repair Café International",GBR,"Household appliances electric ~ CD player/recorder","Hi-Fi separates",Unknown,2008,Fixed,,0042,2018-07-21,"broken piece of plastic stuck in playing mechanism, now fixed!"
rcint_8403,"Repair Café International",GBR,"Other ~ Headphones",Headphones,Unknown,2015,Fixed,,0042,2018-07-21,"poorly maintained and cheaply made"
rcint_8404,"Repair Café International",GBR,"Household appliances electric ~ Iron",Iron,Unknown,2010,Fixed,,0042,2018-07-21,"winding it too tight around the appliance"
rcint_8405,"Repair Café International",GBR,"Household appliances electric ~ Mixer/blender","Food processor",Kenwood,2005,Repairable,,0042,2018-07-21,"not sure"
rcint_8406,"Repair Café International",GBR,"Other ~ Christmas lights","Decorative or safety lights",Unknown,????,Repairable,,0042,2018-07-21,"needs new rectifier"
rcint_8408,"Repair Café International",GBR,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0042,2018-07-21,age
rcint_8410,"Repair Café International",GBR,"Household appliances electric ~ Radio","Portable radio",Bush,????,Fixed,,0042,2018-07-21,"broken lead/cord"
rcint_8411,"Repair Café International",GBR,"Computers/phones ~ Charger (battery / power supply)",Battery/charger/adapter,Apple,????,"End of life",,0042,2018-07-21,"worn out or broken coils"
rcint_8413,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Fixed,,0029,2018-07-24,gereinigd
rcint_8414,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Dyson,????,Repairable,,0029,2018-07-24,"verzameltrchter afgetaped (pakking ontbreekt)"
rcint_8415,"Repair Café International",NLD,"Clocks / alarm clocks ~ Alarm clock",Watch/clock,Unknown,????,"End of life",,0029,2018-07-24,"geen reparatie mogelijk"
rcint_8416,"Repair Café International",NLD,"Household appliances electric ~ Toaster","Small kitchen item",Philips,????,"End of life",,0029,2018-07-24,
rcint_8417,"Repair Café International",NLD,"Household appliances electric ~ Mixer/blender","Food processor",Unknown,????,Fixed,,0029,2018-07-24,
rcint_8418,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Melitta,????,Repairable,,0029,2018-07-24,slang
rcint_8419,"Repair Café International",NLD,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",Panasonic,????,"End of life",,0029,2018-07-24,elektronica
rcint_8420,"Repair Café International",NLD,"Other ~ Shaver","Hair & beauty item",Philips,????,"End of life",,0029,2018-07-24,accu
rcint_8421,"Repair Café International",NLD,"Tools electric ~ Hedge shear","Power tool","Black & Decker",????,Fixed,,0029,2018-07-24,snoer
rcint_8422,"Repair Café International",NLD,"Household appliances electric ~ Stove","Large home electrical",TEC,????,"End of life",,0029,2018-07-24,sluiting
rcint_8423,"Repair Café International",NLD,"Display and sound equipment ~ CD player/recorder","Hi-Fi separates",Kenwood,????,Fixed,,0029,2018-07-24,
rcint_8424,"Repair Café International",NLD,"Display and sound equipment ~ Television","TV and gaming-related accessories",Salora,????,"End of life",,0029,2018-07-24,elektronics
rcint_8425,"Repair Café International",NLD,"Tools electric ~ Multimeter","Small home electrical",VOlcraft,????,Fixed,,0029,2018-07-24,
rcint_8426,"Repair Café International",NLD,"Other ~ Coffee maker","Coffee maker",Bourgini,????,Fixed,,0029,2018-07-24,pakking
rcint_8427,"Repair Café International",NLD,"Household appliances electric ~ Handheld vacuum cleaner",Vacuum,"Black & Decker",????,Fixed,,0029,2018-07-24,
rcint_8428,"Repair Café International",NLD,"Computers/phones ~ Printer",Printer/scanner,Canon,????,"End of life",,0029,2018-07-24,
rcint_8429,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker","Dolce gusto",????,Repairable,,0029,2018-07-24,verstopt
rcint_8430,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Fixed,,0029,2018-07-24,magneet
rcint_8431,"Repair Café International",NLD,"Household appliances electric ~ Fan",Fan,Everglades,????,Fixed,,0029,2018-07-24,
rcint_8432,"Repair Café International",NLD,"Household appliances electric ~ Cool box","Small kitchen item",Tristar,????,Repairable,,0029,2018-07-24,
rcint_8433,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Bosch,????,Repairable,,0029,2018-07-24,"water of vuil in motor"
rcint_8434,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Repairable,,0029,2018-07-24,
rcint_8435,"Repair Café International",NLD,"Display and sound equipment ~ Cassette player/recorder","Hi-Fi separates",Grundig,????,Repairable,,0029,2018-07-24,snaar
rcint_8436,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Fixed,,0029,2018-07-24,vuil
rcint_8437,"Repair Café International",NLD,"Household appliances electric ~ Electric blanket","Small home electrical",Carmen,????,Fixed,,0029,2018-07-24,temokoppel
rcint_8438,"Repair Café International",NLD,"Tools electric ~ Drilling machine","Power tool",Bosch,????,Fixed,,0029,2018-07-24,vuil
rcint_8439,"Repair Café International",NLD,"Other ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0029,2018-07-24,schakelaar
rcint_8440,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0029,2018-07-24,schakelaar
rcint_8441,"Repair Café International",NLD,"Household appliances electric ~ Milk frother","Small kitchen item",SilverCrest,????,"End of life",,0029,2018-07-24,
rcint_8442,"Repair Café International",NLD,"Tools electric ~ Stapler","Small home electrical",Rapid,????,Fixed,,0029,2018-07-24,geleider
rcint_8443,"Repair Café International",NLD,"Tools electric ~ Sawing machine","Power tool",Unknown,????,Repairable,,0029,2018-07-24,vuil
rcint_8444,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Princess,????,Repairable,,0029,2018-07-24,filter
rcint_8445,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Bestron,????,"End of life",,0029,2018-07-24,elektronica
rcint_8446,"Repair Café International",NLD,"Display and sound equipment ~ Radio / tape recorder","Portable radio",Philips,????,Fixed,,0029,2018-07-24,
rcint_8447,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Anker,????,Fixed,,0029,2018-07-24,droog
rcint_8448,"Repair Café International",NLD,"Household appliances electric ~ Handheld vacuum cleaner",Vacuum,"Black & Decker",????,Fixed,,0029,2018-07-24,
rcint_8449,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Vendomatic,????,Fixed,,0029,2018-07-24,naald
rcint_8450,"Repair Café International",NLD,"Tools electric ~ Lamp/lighting",Lamp,Unknown,????,"End of life",,0029,2018-07-24,elektronica
rcint_8451,"Repair Café International",NLD,"Display and sound equipment ~ Television","TV and gaming-related accessories",Unknown,????,Fixed,,0029,2018-07-24,schakelaar
rcint_8452,"Repair Café International",NLD,"Household appliances electric ~ Paper shredder","Paper shredder",Unknown,????,Fixed,,0029,2018-07-24,
rcint_8454,"Repair Café International",NLD,"Other ~ Lamp/lighting",Lamp,Unknown,????,"End of life",,0029,2018-07-24,elektronica
rcint_8455,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Husqvarna,????,Fixed,,0029,2018-07-24,
rcint_8456,"Repair Café International",NLD,"Household appliances electric ~ Microwave","Small kitchen item",Samsung,????,Fixed,,0029,2018-07-24,
rcint_8457,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Pfaff,????,Fixed,,0029,2018-07-24,
rcint_8458,"Repair Café International",NLD,"Tools electric ~ Sander","Power tool",Topcraft,????,"End of life",,0029,2018-07-24,motor
rcint_8459,"Repair Café International",NLD,"Tools electric ~ Fluff clippers","Small home electrical",Unknown,????,Fixed,,0029,2018-07-24,
rcint_8460,"Repair Café International",NLD,"Tools electric ~ Fluff clippers","Small home electrical",Unknown,????,"End of life",,0029,2018-07-24,motor
rcint_8461,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Unknown,????,Fixed,,0029,2018-07-24,monstuk
rcint_8462,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Unknown,????,"End of life",,0029,2018-07-24,accu
rcint_8463,"Repair Café International",NLD,"Tools electric ~ Other",Misc,Wolff,????,Repairable,,0029,2018-07-24,
rcint_8464,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Jura,????,"End of life",,0029,2018-07-24,
rcint_8465,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Nespresso,????,Fixed,,0029,2018-07-24,
rcint_8466,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,Siemens,????,Fixed,,0029,2018-07-24,
rcint_8467,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Philips,????,Fixed,,0029,2018-07-24,
rcint_8468,"Repair Café International",NLD,"Household appliances electric ~ Television","TV and gaming-related accessories",Unknown,????,Fixed,,0029,2018-07-24,
rcint_8469,"Repair Café International",NLD,"Household appliances electric ~ Air fryer","Small kitchen item",Montana,????,Fixed,,0029,2018-07-24,
rcint_8470,"Repair Café International",NLD,"Household appliances electric ~ Coffee maker","Coffee maker",Nespresso,2010,Fixed,,0025,2018-07-25,"Lekkage door onjuiste cupjes"
rcint_8471,"Repair Café International",NLD,"Computers/phones ~ Printer/scanner",Printer/scanner,Unknown,????,"End of life",,0040,2018-07-28,
rcint_8474,"Repair Café International",NLD,"Household appliances electric ~ Vacuum cleaner",Vacuum,DeLonghi,2009,Fixed,,0040,2018-07-28,
rcint_8475,"Repair Café International",NLD,"Household appliances electric ~ Paper shredder","Paper shredder",Unknown,????,Fixed,,0040,2018-07-28,
rcint_8476,"Repair Café International",NLD,"Bicycles ~ Bicycle lighting",Lamp,Unknown,????,Fixed,,0040,2018-07-28,
rcint_8478,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Repairable,,0040,2018-07-28,draadbreuk
rcint_8479,"Repair Café International",NLD,"Household appliances electric ~ Electric kettle",Kettle,Tefal,????,"End of life",,0040,2018-07-28,
rcint_8481,"Repair Café International",NLD,"Household appliances electric ~ Other",Misc,Unknown,????,"End of life",,0040,2018-07-28,
rcint_8482,"Repair Café International",NLD,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",Panasonic,2008,Fixed,,0040,2018-07-28,
rcint_8484,"Repair Café International",NLD,"Household appliances electric ~ Fan",Fan,Bestron,????,Fixed,,0040,2018-07-28,"van kast gevallen"
rcint_8485,"Repair Café International",NLD,"Household appliances electric ~ Milk frother","Small kitchen item",Espresso,????,"End of life",,0040,2018-07-28,"probleem sit ik kannetje, de voeding is niet goed"
rcint_8486,"Repair Café International",NLD,"Household appliances electric ~ Sewing machine","Sewing machine",Singer,????,Repairable,,0040,2018-07-28,
rcint_8487,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0040,2018-07-28,
rcint_8489,"Repair Café International",NLD,"Household appliances electric ~ Lamp/lighting",Lamp,Unknown,????,Fixed,,0040,2018-07-28,
rcint_8490,"Repair Café International",NLD,"Display and sound equipment ~ Digital photo frame","Small home electrical",Unknown,????,Fixed,,0040,2018-07-28,
rcint_8493,"Repair Café International",NLD,"Display and sound equipment ~ DVD player/recorder","Hi-Fi separates",Unknown,????,"End of life",,0040,2018-07-28,
rcint_8497,"Repair Café International",NLD,"Household appliances electric ~ Food processor","Food processor",Unknown,????,"End of life",,0040,2018-07-28,
rcint_8498,"Repair Café International",NLD,"Household appliances non-electric ~ Mincer","Small kitchen item",Beem,1985,"End of life",,0040,2018-07-28,
rcint_8499,"Repair Café International",NLD,"Household appliances electric ~ Cool box","Small kitchen item",Mobicool,????,Fixed,,0040,2018-07-28,
rcint_8500,"Repair Café International",NLD,"Bicycles ~ Charger (battery / power supply)",Battery/charger/adapter,Bosch,????,Fixed,,0040,2018-07-28,
rcint_8501,"Repair Café International",GBR,"Household appliances electric ~ Blender","Food processor",Unknown,????,Fixed,,0061,2018-07-28,Broken
